Recording	Participant	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
SessionR1.1	Nova	Nova Rerun 1	b04-dilating	1	b04-dilating	Rectangle	1544	221	68	614	7	0	211	Rectangle		2.59839	2269	2	0	2				
SessionR1.1	Nova	Nova Rerun 1	d01-constr	1	d01-constr	Rectangle	2938	588	83	1467	5	0	88	Rectangle		2.70787	3657	1	0	1				
SessionR1.1	Nova	Nova Rerun 1	d08-dilating	1	d08-dilating	Rectangle	2295	191	67	783	12	45	141	Rectangle		2.37584	3810	2	10	4				
SessionR1.1	Nova	Nova Rerun 1	d09-dilating	1	d09-dilating	Rectangle	1038	260	116	567	4	0	217	Rectangle		2.77048	1121	1	0	3				
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds	1	Grey screen 4 seconds	Rectangle	1467	244	67	600	6	227	167	Rectangle		2.78272	1900	1	211	0				
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds	2	Grey screen 4 seconds	Rectangle	258	86	67	122	3	811	67	Rectangle		2.15571	984	2	711	0	1738		276.13	
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds	3	Grey screen 4 seconds	Rectangle	188	188	188	188	1	199	188	Rectangle		2.4695	223	1	164	0				
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds	4	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds	5	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds	6	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds - Trim	1	Grey screen 4 seconds - Trim	Rectangle	683	114	66	167	6	229	67	Rectangle		2.34838	800	1	229	5				
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds - Trim	2	Grey screen 4 seconds - Trim	Rectangle	750	187	117	317	4	121	183	Rectangle		2.46096	866	1	71	3				
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds - Trim	3	Grey screen 4 seconds - Trim	Rectangle	267	267	267	267	1	143	267	Rectangle		2.70964	300	1	109	0		409		633.08
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds - Trim	4	Grey screen 4 seconds - Trim	Rectangle	561	140	88	233	4	526	88	Rectangle		2.69646	930	1	526	1				
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds - Trim	5	Grey screen 4 seconds - Trim	Rectangle	25	25	25	25	1	0	25	Rectangle		2.53285	25	1	0	0				
SessionR1.1	Nova	Nova Rerun 1	Grey screen 4 seconds - Trim	6	Grey screen 4 seconds - Trim	Rectangle	866	866	866	866	1	0	866	Rectangle	Rectangle	2.576	866	1	0	0				
SessionR1.1	Nova	Nova Rerun 1	h03-dilating	1	h03-dilating	Rectangle	2259	205	67	667	11	159	133	Rectangle	Rectangle	2.77581	4055	1	142	6				
SessionR1.1	Nova	Nova Rerun 1	h12-constr	1	h12-constr	Rectangle	2520	315	71	1233	8	0	282	Rectangle	Rectangle	2.53322	4083	1	0	2				
SessionR1.1	Nova	Nova Rerun 1	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	1913	191	67	600	10	104947	167	Rectangle		2.67	3107	4	104931	0	118552		276.13	
SessionR1.1	Nova	Nova Rerun 1	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	3152	185	25	866	17	115144	67	Rectangle		2.53111	3788	6	115144	9		139062		633.08
SessionR1.1	Nova	Nova Rerun 1	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	2520	315	71	1233	8	169735	282	Rectangle		2.53322	4083	1	169735	2				
SessionR1.1	Nova	Nova Rerun 1	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	2295	191	67	783	12	122688	141	Rectangle		2.37584	3810	2	122653	4				
SessionR1.1	Nova	Nova Rerun 1	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	1038	260	116	567	4	146432	217	Rectangle		2.77048	1121	1	146432	3				
SessionR1.1	Nova	Nova Rerun 1	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	1544	221	68	614	7	110734	211	Rectangle		2.59839	2269	2	110734	2				
SessionR1.1	Nova	Nova Rerun 1	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	2259	205	67	667	11	158768	133	Rectangle		2.77581	4055	1	158752	6				
SessionR1.1	Nova	Nova Rerun 1	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	2938	588	83	1467	5	134455	88	Rectangle		2.70787	3657	1	134455	1				
Session12.1	Nova	Nova 12th session   	b14-constr (1)	1	b14-constr (1)	Rectangle	2916	583	66	1550	5	0	197	Rectangle		2.72226	3496	1	0	1				
Session12.1	Nova	Nova 12th session   	b15-dilating (1)	1	b15-dilating (1)	Rectangle	2621	291	67	1503	9	0	1503	Rectangle		2.55197	2987	2	0	6	2737		587.15	
Session12.1	Nova	Nova 12th session   	d06-constr	1	d06-constr	Rectangle	1550	155	67	333	10	0	133	Rectangle		2.51505	1700	1	0	9				
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds	1	Grey screen 4 seconds	Rectangle	1427	178	67	388	8	726	388	Rectangle	Rectangle	2.44253	1844	3	726	2				
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds	2	Grey screen 4 seconds	Rectangle	1529	139	3	293	11	0	3	Rectangle	Rectangle	2.28544	2931	2	0	4		770		33.35
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds	3	Grey screen 4 seconds	Rectangle	2207	201	41	550	11	0	41	Rectangle	Rectangle	2.31006	2807	2	0	2				
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds	4	Grey screen 4 seconds	Rectangle	3383	338	3	1106	10	0	45	Rectangle	Rectangle	2.44347	3744	2	0	4				
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds	5	Grey screen 4 seconds	Rectangle	1627	271	117	540	6	0	184	Rectangle	Rectangle	2.54295	2481	3	0	1	4001		475.89	
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds	6	Grey screen 4 seconds	Rectangle	3702	1851	1467	2235	2	682	2235	Rectangle		2.60246	3718	1	682	1				
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds - Trim	1	Grey screen 4 seconds - Trim	Rectangle	800	100	35	167	8	0	35	Rectangle	Rectangle	2.08393	1199	1	0	5				
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds - Trim	2	Grey screen 4 seconds - Trim	Rectangle	609	101	25	150	6	208	117	Rectangle	Rectangle	2.20193	992	1	174	3				
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds - Trim	3	Grey screen 4 seconds - Trim	Rectangle	789	131	84	167	6	160	134	Rectangle	Rectangle	2.35691	956	1	144	3				
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds - Trim	4	Grey screen 4 seconds - Trim	Rectangle	916	229	83	416	4	84	83	Rectangle	Rectangle	2.37549	1033	1	33	3				
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds - Trim	5	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session12.1	Nova	Nova 12th session   	Grey screen 4 seconds - Trim	6	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session12.1	Nova	Nova 12th session   	h03-constr	1	h03-constr	Rectangle	2907	242	67	817	12	7	100	Rectangle		2.35597	4119	1	0	2				
Session12.1	Nova	Nova 12th session   	h06-constr	1	h06-constr	Rectangle	3050	305	87	917	10	0	152	Rectangle		2.45537	3692	1	0	3				
Session12.1	Nova	Nova 12th session   	h12-dilating	1	h12-dilating	Rectangle	790	158	48	501	5	1043	69	Rectangle	Rectangle	2.16852	1880	2	1008	1				
Session12.1	Nova	Nova 12th session   	Entire Recording	1	b14-constr (1),b15-dilating (1),corgi eating,d06-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-constr,h06-constr,h12-dilating,squirrel,tiktok animals,Untitled design	Rectangle	13876	289	3	2235	48	214779	388	Rectangle		2.45887	17524	13	214779	14	261499	225701	475.89	33.35
Session12.1	Nova	Nova 12th session   	Entire Recording	1	b14-constr (1),b15-dilating (1),corgi eating,d06-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-constr,h06-constr,h12-dilating,squirrel,tiktok animals,Untitled design	Rectangle	3113	130	25	416	24	223732	35	Rectangle		2.26164	4181	4	223732	14				
Session12.1	Nova	Nova 12th session   	Entire Recording	1	b14-constr (1),b15-dilating (1),corgi eating,d06-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-constr,h06-constr,h12-dilating,squirrel,tiktok animals,Untitled design	Rectangle	2916	583	66	1550	5	275089	197	Rectangle		2.72226	3496	1	275089	1				
Session12.1	Nova	Nova 12th session   	Entire Recording	1	b14-constr (1),b15-dilating (1),corgi eating,d06-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-constr,h06-constr,h12-dilating,squirrel,tiktok animals,Untitled design	Rectangle	790	158	48	501	5	220608	69	Rectangle		2.16852	1880	2	220573	1				
Session12.1	Nova	Nova 12th session   	Entire Recording	1	b14-constr (1),b15-dilating (1),corgi eating,d06-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-constr,h06-constr,h12-dilating,squirrel,tiktok animals,Untitled design	Rectangle	3050	305	87	917	10	241589	152	Rectangle		2.45537	3692	1	241589	3				
Session12.1	Nova	Nova 12th session   	Entire Recording	1	b14-constr (1),b15-dilating (1),corgi eating,d06-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-constr,h06-constr,h12-dilating,squirrel,tiktok animals,Untitled design	Rectangle	1550	155	67	333	10	252250	133	Rectangle		2.51505	1717	1	252233	9				
Session12.1	Nova	Nova 12th session   	Entire Recording	1	b14-constr (1),b15-dilating (1),corgi eating,d06-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-constr,h06-constr,h12-dilating,squirrel,tiktok animals,Untitled design	Rectangle	2907	242	67	817	12	230585	100	Rectangle		2.35597	4129	1	230569	2				
Session12.1	Nova	Nova 12th session   	Entire Recording	1	b14-constr (1),b15-dilating (1),corgi eating,d06-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-constr,h06-constr,h12-dilating,squirrel,tiktok animals,Untitled design	Rectangle	2621	291	67	1503	9	262828	1503	Rectangle		2.55197	2987	2	262828	6	265565		587.15	
